Barkod;"Eser Adı / Kitap Adı";Yazar;"Yer Numarası (Sırt No)";ISBN/ISSN;"Raf Konumu";"Ana Kütüphane";"Raf Kontrol Notu";"Materyal Türü"
111000000670;"Sherlock Holmes :";"Doyle, Sir Arthur Conan1859-1930.";"823.912 DOY 2016";9786053480273z;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000671;"Kültür Değişmeleri Sosyal Psikoloji Bakımından Bir Tetkik";"Turhan, Mümtaz";"301.1 TUR 2002";9758646087;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000672;"Katooglama Kuralları";"Keseroğlu S.Hasan";"025.3 KES 2006";975886842X;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000673;"Bilgiler Kitabı";"Barloewen, Constantin Von";"818.42 BAR 2011";9789944989770;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000674;"BÜYÜK UMUTLAR";"DİCKENS, CHARLES";"820 DİC 2003";9753852681;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000675;"Kataloglama İçin Kurallar";;"020 KAT 2008";9789751730886;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000679;"Fantastik Işık";"Pratchett, Terry";"823.9 PRA 2020";9786052349830;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000680;"Arya ve Ayaz denizin efendileri";"Hanzade, Pınar";"372.412 HAN 2019";9789757140054;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000681;"Ağaç ev böcek dünyası";;"649.55 AĞA [t.y.]";;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;Oyuncak
111000000682;"Gelme beyazıt";"Polat, Fatma";"813.42 POL 2040";"9786054470051  | 9786054470555";"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000683;"Gelme beyazıt";"Polat, Fatma";"813.42 POL 2040";"9786054470051  | 9786054470555";"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000684;"Küresel çağda nasıl bir gençlik? ";"Bülbül, Kudret,";"305.23509561 BÜL 2022";9786059969536;"Bebek Bölümü (0-3 Yaş)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000685;"Telli yol";"Fakir Baykurt";"813.42 FAK 2016";9789750407185;"Rami Yerleşkesi";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000686;Gel;"Polat, Fatma";"813.42 POL 2040";"9786054470051  | 9786054470555";"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;Atlas
111000000687;Gel;"Polat, Fatma";"813.42 POL 2011";9786054470051;"Gençlik Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000690;"Benim zürafam uçabilir";"Arık, Mert";"813.42 ARI 2021";9786050842159;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000691;"Tarih Boyunca Türk Dili";"Levend, Agah Sırrı";"420 LEV 1961";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000692;"Ezop masalları";Aisopos;"398.21 AİS 1992";9754943265;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000693;"Çocuklar için ingilizce sözlük";;"428 ÇOC ";;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000694;"Atatürk antolojisi";"Çotuksöken, Yusuf";"956 ÇOT 1980";9751014255;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000695;"Adana İl Yıllığı 1991";;"915.613 ADA 1967";;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000696;"Melih Cevdet Bilge ve Duyarlı";"Timuroğlu, Vecihi";"814.42 TİM 1994";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000697;"Atatürk Araştırma Merkezi Dergisi 1989";"Atatürk Kültür, Dil ve Tarih Yüksek Kurumu";"956.005 ATA 1989";;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000698;"Çoklu zeka kuramı yapılandırmacı yaklaşımla yaratıcı drama";"Karabağ, Ali Murat";"372.66 KAR 2009";9789756422410;"Geçici Derme3";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000699;"Açıklamalı Dernekler Kanunu ve İlgili Mevzuat";;"340.21 AÇI 1991";;"Kent Kitaplığı";"DEMO EĞİTİM KÜTÜPHANESİ";"j - Raf Kontrol Notu (952j)";" Kitap"
111000000700;"Deniz Ticaret Hukuku";"Wahl, Albert";"345.9 WAH 1948";;"Okul Öncesi Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000701;"Hayal ve Gerçek";"Makal, Mahmut";"813.42 MAK 1994";;"Sanat Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000702;"Suç ve suç korkusu /";;"364.3 SUÇ 2025";9786059104050;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000703;"éti mimarisi";"Ramazanoğlu, Muzaffer";"939.04 RAM 1941";;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000704;"Kavimler ve Muhacereti";"A.C. Haddon - Sc. D. F.R.S";"930 AC 1941";;"Sanat Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000705;"Bu Harbin Kitabı 1939";"Fenik, Faik Mümtaz";"942.082 FEN 1941";;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000706;"Türkçe sözlük";;"413.1 TÜR 1979";;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000707;"Çocuklarımız ve bilmediklerimiz";"Koçer, Devrim";"370.15 KOÇ 2005";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000708;"Ermeni Klisesi ve Türkler";"KÜÇÜK, Abdurrahman";"306 KÜÇ 2003";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000709;"Çocuklarımız ve bilmediklerimiz";"Koçer, Devrim";"370.15 KOÇ 2005";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000710;"Kutsal Korku";"Sergen, Semih";"813.42 SER 2008";9789759522735;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000711;Gel;"Polat, Fatma";"813.42 POL 2011";9786054470051;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000712;Gel;"Polat, Fatma";"813.42 POL 2011";9786054470051;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000713;Gel;"Polat, Fatma";"813.42 POL 2011";9786054470051;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000714;Gel;"Polat, Fatma";"813.42 POL 2011";9786054470051;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000715;"Kapiland'ın karanlık yüzü";"Sertbarut, Miyase";"808.06831 SER 2020";9786052853467;"Bebek Bölümü (0-3 Yaş)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000716;Sefiller;"Hugo, Victor";110;;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000717;"Gizli dünya";"Andrew, Christopher ";"813.42 AND 2022";9786258431315;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000718;"Türk siyasi tarihi";"Armaoğlu, Fahir";"320.9561 ARM 2022";"9789752430181 ";"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000719;"Mevleviliğin Sosyolojisi";"Kaygusuz, İbrahim";"300.297 KAY 2020";9786051964133;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000720;"Çokkültürlülük ve toplumsal güvenlik";"Özgan, Ali";"306.446 ÖZG 2019";9786051962641;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000721;"İnsani diplamasi";"Battır, Orhan";"327.561 BAT 2017";9786051960081;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000722;"Özgür Sözler";"Aktan, Coşkun Can";"123.5 AKT 2003";9758867008;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000723;"Alman fablları";"Tepebaşılı, Fatih";"398.2 TEP 2019";9786051963624;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000724;"Hitler ";"Kerrigan, Michael,";"943.086092 KER 2019";9789752430945;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000725;Babek;"Azimli, Mehmet";"956.702 AZİ 2016";9786054639847;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000726;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000727;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000728;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000729;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000730;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000731;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000732;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000733;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000734;"Özgür Sözler";"Aktan, Coşkun Can";"123.5 AKT 2003";9758867008;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000735;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000736;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000737;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000738;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000739;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000740;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000741;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000742;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000743;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000744;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000745;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000746;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000747;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000748;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000749;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000750;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000751;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000752;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000753;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000754;"Toplumsal kök paradigmalarımız";"Türkdoğan, Orhan";"303.4209561 TÜR 2017";9786059427777;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000755;"Türk Dış Politika Tarihi";"Armaoğlu, Fahir.";"327.561056 ARM 2022";9789752430549;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000756;"Türkiye'nin etnik yapısı sosyolojik bir analiz";"Türkdoğan, Orhan";"305.8 TÜR 2013";9786054639458;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000757;"Türkiye'nin etnik yapısı sosyolojik bir analiz";"Türkdoğan, Orhan";"305.8 TÜR 2013";9786054639458;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000758;"Mevleviliğin Sosyolojisi";"Kaygusuz, İbrahim";"300.297 KAY 2020";9786051964133;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000759;"Tüketici davranışları";"Solomon, Michael R.";"658.8342 SOL 2020";9786050332162;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000760;"Çokkültürlülük ve toplumsal güvenlik";"Özgan, Ali";"306.446 ÖZG 2019";9786051962641;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000761;Babek;"Azimli, Mehmet";"956.702 AZİ 2016";9786054639847;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000762;"Türk Dış Politika Tarihi";"Armaoğlu, Fahir.";"327.561056 ARM 2022";9789752430549;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000763;"Türk siyasi tarihi";"Armaoğlu, Fahir";"320.9561 ARM 2022";"9789752430181 ";"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000764;"İnsan olmak";"Geçtan, Engin";"155.2 GEÇ 2003";9789753423984;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000765;"Arafın ruhları";"Merimee, Prosper";"843.8 MER 2020";"9786050602388 ";"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000766;Mor;"Gogulan, Pınar Boylu";"158.1 GOG 2020";9786059151412;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";Deneme;" Kitap"
111000000767;"Cumhuriyet Türkiyesi'nde bir mesele olarak İslam, 1";"Kara, İsmail";"322.109561 KAR 2008";9789759951276;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000768;"Tyttö puussa ";"İşigüzel, Şebnem,";"813.42 İŞI 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000770;"Fen lisesi kimya 11 ";;"540.76 FEN 2023";9789751149534;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000771;"Süleyman Müsli";"Ahmed Midhat Efendi";"813.32 AHM 2021";9786257263146;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000772;"İçimizdeki şeytan";"Ali, Sabahattin";"813.42 ALİ 2011";9789753638037;"Kataloglama Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Braille Kitap"
111000000773;"Aşıklara yer yok";"Tufan, Tarık";"813.42 TUF 2023";9786258215960;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000774;"45 Saniye sesimi duyan var mı ?";"Özkan, Harun";"813.42 ÖZK 2023";9786254103698;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000775;"Fatih İstanbu'lu nasıl aldı";"Ziya Şakir";"813.42 ZİY 2020";"9786056195457 ";"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000776;"Sürgündeki Prenses Süreyya";"Prenses Süreyya";"923.2 PRE 2020";9789756698693;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000777;Günlük;"Atay, Oğuz";"818.4203 ATA 2021";9789754700350;"Kataloglama Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000778;"Tarama sözlüğü V O-T";;"413 TAR 2009";9751607612;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000779;"Sherlock Holmes şüphe asla uyumaz";"Doyle, Arthur Conan";"823.912 DOY 2016";9786053480129;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000780;"Tarama sözlüğü VI, U-Z";;"413 TAR 2009";9751607620;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000781;"Yaramaz kukla";"İzgü, Muzaffer";"372.412 İZG 2021";9789752203389;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000782;"Ben Cumhuriyet bayramında doğdum: öyküler";"İzgü, Muzaffer";"813.42 İZG 2020";9789752201187;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000783;"Çağdaş mesnevinin peşinde : Nâzım Hikmet’in Ferhat ile Şirin’i ve Sezai Karakoç’un Leylâ ile Mecnun’u";"Tunç, Gökhan";"818.42 TUN 2011";9789759000257;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000784;"Karanlık yılbaşı öyküleri-aralıktan sızan karanlık";;"813.42 KAR 2017";9789752207332;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000785;"Tarama sözlüğü VII, ekler";;"413 TAR 2009";9751607639;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000786;"Tarama sözlüğü VIII, dizin";;"413 TAR 2009";9751607647;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000787;"Tarama Sözlüğü II C-D";;"413 TAR 2009";9751607582;"Danışma Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000788;Psikodrama;"Moreno, J. L.";"616.891523 MOR 2017";9786058246416;Salon;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000789;"Basic linear algebra";"Koç, Cemal";"512.5 KOÇ 2011";9759606569;Salon;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000790;"Marka yaratmanın 22 kuralı";"Ries, Al";"658.8343 RİE 2004";9758378309;Salon;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000791;Hükümdar;"Çevik, Mustafa";"813.42 ÇEV 2012";9789751032638;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000792;"Türkiye Türkçesinde Anlamca Kaynaşmış-Deyimleşmiş Birleşik Fiiler";"Öztürk, Deniz";"415.2 ÖZT 2008";9789751620835;Depo;"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000793;"Mevlid şerhi";"Hüseyin Vassaf";"297.871 HÜS 2013";9786058669345;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000794;Bitanem;"Özer, Candan";"813.42 ÖZE 2012";9786054401833;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000795;"Sensiz o kadar bensizim ki";"Ağrı, Ozan";"811.42 AĞR 2016";9786059127325;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000797;"Yüzüncü yılında Çanakkale";;"956.101543 YÜZ 2016";9786056581878;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000798;"Klasik mantığa giriş";"Emiroğlu, İbrahim";"160 EMİ 2004";9758774123;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000799;Bitanem;"Özer, Candan";"813.42 ÖZE 2017";9786054401833;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000800;"Sherlock Holmes gerçekler kanıt ister";"Doyle, Arthur Conan";"823.912 DOY 2016";9786053480273;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000801;"Kuantum Başarı";"Taylor, Sandre Anne";"158.2 TAY 2010";9789750103674;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000802;"Kız, kar ve kan";"London, Jack";"828.3352 LON 1989";;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000803;"Senaryo yazımı psikolojisi :";"Lee, Jason";"808.23 LEE 2017";9789757638896;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000804;"Muhtaru'l-hikem ve mehasinu'l-kelim";"Mübeşşir İbn Fatik";"297.86 MÜB 2013";9789751736888;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000805;"Atatürk ve Türk İnkılap Tarihi";"Acun, Fatma";"956.1024 ACU 2009";9789757351320;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000806;"Şemseddin Sami'nin tiyatroları : Besa yahut Ahde vefa ; Seydi Yahya ; Gave";"Şemseddin Sami";"812.42 ŞEM 2008";9789756706275;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000807;"Turgut Uyar'ın şiirlerinde "" Ben ve Öteki""nin görüntü düzeyleri";"Şahin, Veysel";"808.1 ŞAH 2017";9786053423805;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000808;Kaiken;"Grange, Christophe-Jean";"843.914 GRA 2012";9786050915037;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000809;Casusluk;"Volkman, Ernest";"823.914 VOL 2014";9786058658165;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000810;"Osmanlı'dan günümüze edebiyat ve toplum";"Karpat, Kemal H.";"818.4209 KAR 2011";9786051140926;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000811;"Tarihçi Mustafa Ali";"Fleischer, Cornell H.";"928 FLE 2001";9753330553;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000812;Ana;"Gorki, Maksim";"891.734 GOR 2002";9753850158;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000813;"Mülteciler göçmenler";"Erkiner, Engin";"325.21 ERK 2016";9786059760126;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000814;"Beyaz zambaklar ülkesi";"Petrov, Grigoriy";"303.44094897 PET 2020";9789944983990;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000815;"Yol ayrımı";"Kemal Tahir";"813.42 KEM 2022";9789752731295;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000816;"Hep aynı boşluk";"Tanpınar, Ahmet Hamdi";"818.42 TAN 2021";9789759957711;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000817;"Evrensel Moda Burda";;"050 EVR 2013";1301-9732;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000818;"Sızı ";"Tan, Canan";"813.42 TAN 2022";"9786258495232  ";"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000819;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
